Id,first name,last name,gender,Phone,mail_id,dob,attendance,study hours,maths assignment,maths viva,physics assignment,physics viva,che assignment,che viva,Parental Involvement,Failures,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
22096,Jennifer,Mcgee,male,7537884037.0,Jennifer_22096@gmail.com,2004-10-7,18.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,32.0,33.0,30.0,35.0,35.0,33.0,32.0,32.0,31.0,30.0,34.0,33.0,35.0,32.0,33.0
22097,Christopher,Morales,female,8749876137.0,Christopher_22097@gmail.com,2004-7-12,12.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,28.0,30.0,28.0,29.0,30.0,30.0,30.0,30.0,28.0,27.0,28.0,30.0,28.0,30.0,28.0
22098,Kenneth,Anderson,female,7525793204.0,Kenneth_22098@gmail.com,2003-9-24,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,15.0,13.0,21.0,13.0,16.0,15.0,14.0,18.0,17.0,12.0,14.0,12.0,22.0,10.0,25.0
22099,Angela,Moses,male,7843822834.0,Angela_22099@gmail.com,2004-3-15,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,9.0,3.0,7.0,7.0,9.0,5.0,2.0,3.0,4.0,1.0,6.0,10.0,10.0,6.0
22100,William,Roberts,female,6702161423.0,William_22100@gmail.com,2002-4-25,100.0,3.0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,0.0,117.0,116.0,111.0,110.0,119.0,111.0,113.0,116.0,115.0,118.0,110.0,120.0,112.0,114.0,114.0
22101,Jack,Johnson,male,8137646638.0,Jack_22101@gmail.com,2004-12-4,91.0,0.0,9.0,9.0,10.0,9.0,9.0,9.0,6.0,0.0,107.0,105.0,105.0,107.0,106.0,106.0,110.0,107.0,110.0,108.0,106.0,105.0,106.0,108.0,110.0
22102,Crystal,Hernandez,female,8201739465.0,Crystal_22102@gmail.com,2002-6-14,85.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,7.0,0.0,103.0,104.0,101.0,104.0,102.0,105.0,101.0,101.0,101.0,104.0,102.0,105.0,101.0,100.0,100.0
22103,Joseph,Martin,male,8076093778.0,Joseph_22103@gmail.com,2003-12-12,83.0,3.0,8.0,8.0,9.0,8.0,8.0,8.0,3.0,0.0,97.0,97.0,96.0,100.0,95.0,99.0,100.0,95.0,97.0,97.0,96.0,100.0,96.0,98.0,98.0
22104,Mary,Wilson,male,7972485213.0,Mary_22104@gmail.com,2004-3-7,78.0,3.0,7.0,8.0,7.0,7.0,8.0,8.0,2.0,0.0,93.0,92.0,93.0,90.0,95.0,92.0,91.0,94.0,91.0,95.0,95.0,92.0,92.0,93.0,91.0
22105,Linda,Smith,male,8833981659.0,Linda_22105@gmail.com,2004-4-16,74.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,5.0,0.0,90.0,89.0,85.0,87.0,89.0,87.0,87.0,87.0,86.0,90.0,89.0,90.0,89.0,88.0,87.0
22106,Jennifer,Johnson,female,7256391921.0,Jennifer_22106@gmail.com,2002-4-21,69.0,4.0,6.0,6.0,6.0,7.0,7.0,6.0,10.0,0.0,85.0,84.0,84.0,82.0,84.0,83.0,84.0,80.0,82.0,85.0,82.0,84.0,72.0,58.0,53.0
22107,Julia,Johnson,female,6558272805.0,Julia_22107@gmail.com,2002-5-24,61.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0,2.0,0.0,79.0,80.0,79.0,76.0,75.0,79.0,77.0,77.0,76.0,75.0,77.0,76.0,77.0,80.0,77.0
22108,Jennifer,Tucker,male,7981781340.0,Jennifer_22108@gmail.com,2004-10-14,59.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,0.0,71.0,72.0,70.0,74.0,75.0,75.0,74.0,72.0,72.0,73.0,70.0,73.0,71.0,75.0,71.0
22109,Amber,Kline,female,8823118731.0,Amber_22109@gmail.com,2004-11-10,50.0,0.0,6.0,6.0,6.0,5.0,6.0,6.0,9.0,0.0,69.0,69.0,68.0,67.0,69.0,65.0,67.0,68.0,69.0,66.0,67.0,70.0,67.0,68.0,66.0
22110,Sarah,Norman,male,7189648486.0,Sarah_22110@gmail.com,2003-3-20,47.0,8.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,0.0,63.0,65.0,60.0,63.0,65.0,60.0,62.0,61.0,64.0,64.0,64.0,65.0,62.0,64.0,64.0
22111,Lisa,Roberts,male,7080178363.0,Lisa_22111@gmail.com,2003-10-28,43.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,0.0,60.0,55.0,59.0,59.0,59.0,57.0,58.0,55.0,58.0,57.0,55.0,60.0,55.0,55.0,60.0
22112,Richard,Anderson,male,7831914511.0,Richard_22112@gmail.com,2003-6-9,36.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,8.0,0.0,52.0,54.0,55.0,55.0,52.0,52.0,52.0,53.0,54.0,54.0,51.0,50.0,52.0,55.0,55.0
22113,Joy,Green,male,6544524504.0,Joy_22113@gmail.com,2002-9-3,31.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,9.0,0.0,45.0,47.0,50.0,48.0,49.0,47.0,50.0,50.0,48.0,47.0,47.0,45.0,45.0,47.0,48.0
22114,Kelli,Gordon,male,8741871988.0,Kelli_22114@gmail.com,2004-3-15,27.0,7.0,2.0,3.0,3.0,3.0,2.0,3.0,7.0,0.0,45.0,41.0,40.0,42.0,40.0,41.0,44.0,41.0,42.0,41.0,41.0,41.0,40.0,40.0,42.0
22115,David,Velasquez,female,8634541199.0,David_22115@gmail.com,2002-2-1,23.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,40.0,35.0,38.0,37.0,39.0,36.0,38.0,35.0,39.0,36.0,38.0,36.0,35.0,38.0,39.0
22116,Crystal,Young,male,8570091143.0,Crystal_22116@gmail.com,2003-12-3,16.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,32.0,30.0,34.0,31.0,32.0,35.0,30.0,34.0,31.0,33.0,33.0,31.0,33.0,35.0,32.0
22117,Carla,Reyes,female,8223354405.0,Carla_22117@gmail.com,2002-8-18,13.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,25.0,29.0,28.0,25.0,26.0,30.0,30.0,26.0,30.0,27.0,28.0,30.0,26.0,26.0,28.0
22118,Barry,Rodriguez,female,7307114068.0,Barry_22118@gmail.com,2002-9-16,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,15.0,11.0,10.0,18.0,23.0,25.0,11.0,16.0,11.0,19.0,17.0,24.0,15.0,20.0,19.0
22119,Holly,Sullivan,female,8749428698.0,Holly_22119@gmail.com,2004-7-21,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,9.0,2.0,6.0,1.0,4.0,9.0,7.0,6.0,6.0,2.0,10.0,7.0,3.0,3.0
22120,Bobby,Rowe,female,7411351833.0,Bobby_22120@gmail.com,2002-6-9,97.0,2.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,0.0,117.0,112.0,119.0,115.0,115.0,114.0,114.0,120.0,113.0,118.0,111.0,118.0,119.0,114.0,114.0
22121,Jerome,Hill,female,7710583984.0,Jerome_22121@gmail.com,2003-3-2,95.0,4.0,10.0,9.0,10.0,9.0,10.0,10.0,7.0,0.0,105.0,107.0,109.0,105.0,107.0,110.0,105.0,109.0,105.0,108.0,108.0,107.0,109.0,109.0,106.0
22122,John,Schroeder,male,8779773134.0,John_22122@gmail.com,2004-5-11,87.0,7.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,0.0,100.0,103.0,100.0,102.0,105.0,105.0,105.0,104.0,104.0,105.0,103.0,101.0,100.0,101.0,100.0
22123,Sandra,Stone,male,7596966502.0,Sandra_22123@gmail.com,2004-7-7,80.0,0.0,9.0,8.0,8.0,8.0,9.0,8.0,4.0,0.0,96.0,100.0,100.0,95.0,98.0,95.0,98.0,96.0,96.0,99.0,96.0,99.0,97.0,95.0,100.0
22124,Donald,Green,male,8826202280.0,Donald_22124@gmail.com,2003-8-17,80.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,0.0,91.0,93.0,94.0,91.0,92.0,93.0,91.0,95.0,90.0,93.0,90.0,90.0,92.0,94.0,95.0
22125,Jodi,Martin,female,7973849676.0,Jodi_22125@gmail.com,2004-12-6,73.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,0.0,87.0,90.0,87.0,87.0,87.0,85.0,89.0,88.0,87.0,86.0,85.0,85.0,85.0,88.0,89.0
22126,Christian,Peters,male,6585237257.0,Christian_22126@gmail.com,2002-10-10,67.0,4.0,7.0,7.0,6.0,6.0,6.0,7.0,2.0,0.0,81.0,80.0,81.0,81.0,81.0,80.0,84.0,80.0,83.0,84.0,83.0,81.0,77.0,54.0,69.0
22127,Elizabeth,Rogers,female,7715812355.0,Elizabeth_22127@gmail.com,2003-4-20,63.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,1.0,0.0,76.0,79.0,78.0,75.0,76.0,75.0,76.0,75.0,75.0,76.0,75.0,78.0,80.0,80.0,80.0
22128,Jack,Wright,female,8934391928.0,Jack_22128@gmail.com,2004-3-19,57.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,71.0,71.0,71.0,70.0,75.0,73.0,70.0,72.0,70.0,75.0,70.0,73.0,73.0,73.0,74.0
22129,Scott,Zhang,male,6761100697.0,Scott_22129@gmail.com,2004-2-14,50.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,0.0,68.0,69.0,70.0,66.0,69.0,67.0,68.0,65.0,69.0,69.0,67.0,70.0,69.0,66.0,66.0
22130,Lisa,Rodgers,male,8370121407.0,Lisa_22130@gmail.com,2004-7-6,45.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,0.0,63.0,64.0,65.0,60.0,60.0,63.0,63.0,62.0,61.0,62.0,60.0,63.0,61.0,61.0,61.0
22131,Molly,Cruz,male,8881672643.0,Molly_22131@gmail.com,2004-2-4,42.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,10.0,0.0,60.0,59.0,55.0,58.0,58.0,56.0,55.0,55.0,56.0,58.0,55.0,59.0,59.0,58.0,60.0
22132,Craig,Franklin,male,8802995862.0,Craig_22132@gmail.com,2002-6-25,40.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,54.0,50.0,55.0,52.0,50.0,51.0,52.0,55.0,54.0,54.0,54.0,51.0,55.0,50.0,51.0
22133,Monica,Fleming,female,6359997822.0,Monica_22133@gmail.com,2004-7-3,31.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,0.0,49.0,45.0,47.0,50.0,47.0,47.0,48.0,45.0,50.0,49.0,48.0,45.0,46.0,48.0,49.0
22134,David,Jones,male,8608709187.0,David_22134@gmail.com,2002-9-8,27.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,44.0,45.0,45.0,40.0,45.0,42.0,40.0,40.0,42.0,41.0,43.0,45.0,45.0,40.0,45.0
22135,Richard,Allen,female,9275768948.0,Richard_22135@gmail.com,2002-10-2,23.0,8.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,37.0,37.0,37.0,35.0,35.0,38.0,39.0,36.0,38.0,35.0,40.0,35.0,37.0,38.0,37.0
22136,Yolanda,Mccarthy,male,8742841254.0,Yolanda_22136@gmail.com,2004-3-18,15.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,30.0,33.0,32.0,34.0,30.0,32.0,32.0,34.0,30.0,31.0,33.0,33.0,31.0,35.0,32.0
22137,Karen,Diaz,female,6486039683.0,Karen_22137@gmail.com,2003-6-16,15.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,0.0,28.0,29.0,30.0,27.0,30.0,29.0,29.0,26.0,27.0,25.0,25.0,30.0,29.0,26.0,27.0
22138,Jennifer,Ferguson,male,8114962432.0,Jennifer_22138@gmail.com,2002-8-5,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,19.0,12.0,12.0,22.0,17.0,16.0,14.0,12.0,23.0,10.0,24.0,22.0,20.0,21.0
22139,Matthew,Roberts,male,9011259240.0,Matthew_22139@gmail.com,2002-1-23,5.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,10.0,2.0,3.0,10.0,3.0,9.0,9.0,10.0,7.0,1.0,8.0,9.0,1.0,4.0,2.0
22140,Lisa,Bell,female,7001882214.0,Lisa_22140@gmail.com,2003-4-18,99.0,0.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,0.0,110.0,119.0,118.0,119.0,111.0,120.0,119.0,119.0,117.0,119.0,114.0,116.0,116.0,110.0,113.0
22141,Jerry,Carney,female,8482609220.0,Jerry_22141@gmail.com,2004-4-14,90.0,1.0,9.0,9.0,10.0,9.0,9.0,10.0,8.0,0.0,108.0,108.0,109.0,110.0,108.0,107.0,107.0,106.0,108.0,107.0,110.0,109.0,110.0,108.0,105.0
22142,Joseph,Mercado,female,9372264302.0,Joseph_22142@gmail.com,2002-4-18,86.0,7.0,8.0,9.0,9.0,8.0,9.0,9.0,10.0,0.0,105.0,102.0,101.0,102.0,102.0,102.0,100.0,100.0,100.0,100.0,105.0,100.0,102.0,105.0,102.0
22143,Daniel,Robles,female,9319383339.0,Daniel_22143@gmail.com,2002-7-15,81.0,3.0,8.0,9.0,8.0,8.0,9.0,9.0,1.0,0.0,99.0,98.0,100.0,99.0,97.0,98.0,98.0,97.0,95.0,96.0,95.0,96.0,97.0,98.0,100.0
22144,William,Holland,female,6625747709.0,William_22144@gmail.com,2003-9-27,76.0,3.0,7.0,7.0,7.0,8.0,7.0,8.0,3.0,0.0,91.0,90.0,92.0,92.0,95.0,90.0,92.0,92.0,95.0,93.0,92.0,92.0,93.0,91.0,92.0
22145,Jessica,Weaver,female,7278027074.0,Jessica_22145@gmail.com,2002-10-10,75.0,0.0,8.0,7.0,8.0,8.0,8.0,8.0,3.0,0.0,90.0,85.0,86.0,86.0,88.0,85.0,86.0,85.0,88.0,89.0,86.0,89.0,90.0,88.0,87.0
22146,Martha,Ingram,male,7023534306.0,Martha_22146@gmail.com,2002-9-2,65.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,0.0,83.0,81.0,84.0,81.0,82.0,82.0,85.0,82.0,84.0,80.0,80.0,81.0,80.0,65.0,63.0
22147,Christine,Serrano,female,7592441233.0,Christine_22147@gmail.com,2003-10-5,65.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,0.0,77.0,75.0,76.0,80.0,78.0,76.0,77.0,78.0,76.0,79.0,79.0,77.0,76.0,80.0,80.0
22148,Susan,Chapman,male,7910417142.0,Susan_22148@gmail.com,2004-9-2,55.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,0.0,70.0,71.0,73.0,73.0,73.0,75.0,75.0,72.0,70.0,72.0,74.0,74.0,74.0,70.0,72.0
22149,Justin,Ford,female,9212373281.0,Justin_22149@gmail.com,2004-7-23,54.0,0.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,0.0,66.0,65.0,65.0,65.0,65.0,68.0,66.0,65.0,68.0,69.0,66.0,68.0,70.0,65.0,67.0
22150,Krystal,Wilson,female,6883956053.0,Krystal_22150@gmail.com,2002-9-8,49.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,60.0,60.0,63.0,60.0,65.0,65.0,64.0,65.0,65.0,60.0,64.0,64.0,64.0,64.0,61.0
22151,Jose,Smith,female,7967265894.0,Jose_22151@gmail.com,2004-7-21,44.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,58.0,56.0,55.0,56.0,57.0,60.0,56.0,55.0,60.0,57.0,56.0,56.0,60.0,55.0,59.0
22152,Kelly,Lee,male,7805983906.0,Kelly_22152@gmail.com,2002-9-10,35.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,52.0,55.0,52.0,51.0,54.0,53.0,50.0,52.0,51.0,54.0,51.0,53.0,53.0,53.0,50.0
22153,James,Garcia,male,6851428134.0,James_22153@gmail.com,2004-5-10,34.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,50.0,49.0,45.0,47.0,50.0,48.0,46.0,48.0,47.0,48.0,50.0,48.0,45.0,45.0,45.0
22154,Jason,Bryant,male,7017067923.0,Jason_22154@gmail.com,2002-11-23,29.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,40.0,45.0,41.0,40.0,43.0,42.0,45.0,44.0,41.0,44.0,43.0,43.0,41.0,44.0,42.0
22155,Katherine,Harrison,male,8229537891.0,Katherine_22155@gmail.com,2004-8-27,22.0,6.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,39.0,40.0,40.0,38.0,36.0,39.0,35.0,37.0,37.0,36.0,37.0,40.0,35.0,39.0,36.0
22156,Jeffrey,Nichols,male,8769289942.0,Jeffrey_22156@gmail.com,2002-8-11,18.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,0.0,33.0,31.0,33.0,33.0,31.0,30.0,35.0,35.0,31.0,35.0,30.0,33.0,33.0,32.0,30.0
22157,Matthew,Boyd,female,7977072861.0,Matthew_22157@gmail.com,2002-3-15,14.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,29.0,26.0,28.0,26.0,30.0,28.0,27.0,29.0,27.0,27.0,26.0,28.0,25.0,26.0,28.0
22158,Gina,Harrington,female,8374193623.0,Gina_22158@gmail.com,2004-11-17,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,18.0,14.0,23.0,22.0,23.0,20.0,16.0,24.0,10.0,12.0,25.0,18.0,12.0,15.0,25.0
22159,Lori,Stevens,male,7295066485.0,Lori_22159@gmail.com,2002-6-7,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,10.0,1.0,3.0,10.0,2.0,5.0,8.0,6.0,1.0,6.0,1.0,1.0,1.0,0.0,3.0
22160,Alicia,Hogan,male,6423312016.0,Alicia_22160@gmail.com,2003-8-4,99.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,1.0,0.0,110.0,112.0,117.0,117.0,114.0,112.0,111.0,116.0,119.0,118.0,112.0,111.0,116.0,112.0,113.0
22161,Ronald,Rodriguez,male,9367769108.0,Ronald_22161@gmail.com,2003-4-28,95.0,4.0,9.0,9.0,10.0,10.0,10.0,9.0,4.0,0.0,110.0,109.0,109.0,105.0,108.0,107.0,109.0,105.0,106.0,110.0,105.0,105.0,106.0,107.0,109.0
22162,Lisa,Smith,female,8030419998.0,Lisa_22162@gmail.com,2003-1-23,86.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,5.0,0.0,104.0,102.0,102.0,104.0,104.0,100.0,104.0,103.0,102.0,102.0,103.0,101.0,102.0,101.0,101.0
22163,Andrew,Graham,female,7473446558.0,Andrew_22163@gmail.com,2004-9-24,84.0,1.0,9.0,9.0,8.0,8.0,9.0,8.0,1.0,0.0,95.0,100.0,95.0,98.0,100.0,97.0,98.0,97.0,98.0,100.0,98.0,96.0,99.0,96.0,95.0
22164,Keith,Roach,male,8455793055.0,Keith_22164@gmail.com,2002-12-20,75.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,0.0,92.0,93.0,92.0,95.0,92.0,95.0,93.0,93.0,91.0,95.0,95.0,93.0,94.0,92.0,92.0
22165,Connie,Smith,male,8613463170.0,Connie_22165@gmail.com,2004-4-4,75.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,3.0,0.0,87.0,89.0,86.0,87.0,85.0,89.0,86.0,89.0,85.0,90.0,87.0,90.0,88.0,87.0,89.0
22166,Dennis,Sherman,female,9313883342.0,Dennis_22166@gmail.com,2003-3-6,69.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,0.0,80.0,82.0,83.0,80.0,80.0,83.0,83.0,85.0,84.0,81.0,81.0,80.0,77.0,63.0,67.0
22167,Jessica,Griffith,male,7575512182.0,Jessica_22167@gmail.com,2004-11-28,61.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,0.0,79.0,77.0,75.0,78.0,76.0,77.0,75.0,78.0,75.0,79.0,75.0,75.0,80.0,78.0,75.0
22168,Michele,Mcdonald,female,6700764221.0,Michele_22168@gmail.com,2004-11-12,60.0,8.0,6.0,5.0,6.0,6.0,5.0,6.0,10.0,0.0,72.0,73.0,72.0,75.0,72.0,74.0,75.0,75.0,74.0,75.0,73.0,73.0,70.0,72.0,70.0
22169,Jasmine,Ryan,male,6883190689.0,Jasmine_22169@gmail.com,2004-1-11,50.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,0.0,68.0,65.0,68.0,68.0,69.0,68.0,67.0,66.0,69.0,68.0,69.0,68.0,69.0,66.0,68.0
22170,Joseph,Baker,female,8881414607.0,Joseph_22170@gmail.com,2003-7-14,47.0,0.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,0.0,61.0,61.0,62.0,61.0,65.0,63.0,61.0,64.0,65.0,63.0,63.0,65.0,65.0,62.0,65.0
22171,Adam,Butler,female,8260955636.0,Adam_22171@gmail.com,2002-3-26,43.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,57.0,58.0,59.0,55.0,58.0,59.0,55.0,60.0,57.0,60.0,60.0,57.0,55.0,60.0,58.0
22172,Melanie,Perez,male,8889026975.0,Melanie_22172@gmail.com,2003-8-17,40.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,54.0,55.0,53.0,53.0,55.0,51.0,55.0,50.0,54.0,52.0,53.0,50.0,54.0,55.0,52.0
22173,Maria,Green,female,7074017500.0,Maria_22173@gmail.com,2002-4-24,31.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,45.0,49.0,50.0,48.0,45.0,48.0,49.0,48.0,45.0,49.0,45.0,45.0,49.0,50.0,46.0
22174,Phillip,Arellano,female,6333375230.0,Phillip_22174@gmail.com,2003-4-22,30.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,42.0,44.0,40.0,45.0,41.0,44.0,44.0,41.0,44.0,42.0,43.0,41.0,40.0,43.0,45.0
22175,Patricia,Mcfarland,male,8210196469.0,Patricia_22175@gmail.com,2004-2-1,22.0,6.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,37.0,38.0,37.0,35.0,36.0,39.0,36.0,36.0,37.0,36.0,39.0,40.0,39.0,37.0,40.0
22176,Mary,Mcintyre,female,7828331620.0,Mary_22176@gmail.com,2003-11-18,19.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,34.0,32.0,32.0,33.0,35.0,31.0,32.0,35.0,33.0,30.0,34.0,31.0,35.0,30.0,35.0
22177,Tara,Henry,male,8788419226.0,Tara_22177@gmail.com,2003-1-8,14.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,29.0,30.0,30.0,26.0,29.0,28.0,26.0,29.0,28.0,29.0,30.0,30.0,26.0,28.0,25.0
22178,William,Wright,female,7323789179.0,William_22178@gmail.com,2004-1-28,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,13.0,11.0,18.0,17.0,17.0,22.0,24.0,24.0,19.0,11.0,23.0,25.0,16.0,20.0,12.0
22179,Tony,Yu,male,8514771541.0,Tony_22179@gmail.com,2003-11-4,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,4.0,8.0,5.0,6.0,7.0,3.0,7.0,6.0,10.0,0.0,2.0,7.0,0.0
22180,Ashley,Williamson,female,9139542038.0,Ashley_22180@gmail.com,2002-10-11,100.0,2.0,10.0,9.0,10.0,10.0,9.0,10.0,4.0,0.0,115.0,118.0,113.0,113.0,119.0,112.0,110.0,111.0,117.0,110.0,112.0,120.0,113.0,112.0,113.0
22181,Jeffrey,Torres,male,7006159222.0,Jeffrey_22181@gmail.com,2004-7-9,95.0,5.0,9.0,10.0,10.0,9.0,10.0,10.0,5.0,0.0,109.0,106.0,105.0,107.0,107.0,110.0,108.0,108.0,110.0,110.0,109.0,106.0,110.0,109.0,105.0
22182,Brad,House,male,6487102269.0,Brad_22182@gmail.com,2004-5-8,89.0,2.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,0.0,105.0,100.0,102.0,105.0,104.0,100.0,104.0,104.0,100.0,104.0,101.0,101.0,102.0,105.0,101.0
22183,Shane,Hansen,female,6288104970.0,Shane_22183@gmail.com,2004-4-22,83.0,0.0,9.0,9.0,9.0,9.0,8.0,8.0,2.0,0.0,96.0,98.0,99.0,98.0,99.0,95.0,95.0,98.0,96.0,96.0,95.0,96.0,99.0,100.0,97.0
22184,Robert,Benton,female,8963407301.0,Robert_22184@gmail.com,2004-8-24,76.0,4.0,8.0,8.0,8.0,7.0,8.0,7.0,10.0,0.0,92.0,93.0,91.0,90.0,91.0,95.0,94.0,92.0,90.0,92.0,90.0,92.0,90.0,94.0,94.0
22185,Chad,Yates,female,8795766438.0,Chad_22185@gmail.com,2002-3-17,75.0,3.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,0.0,90.0,89.0,88.0,90.0,85.0,89.0,90.0,87.0,87.0,87.0,85.0,89.0,85.0,89.0,90.0
22186,Meagan,Reyes,male,9259732458.0,Meagan_22186@gmail.com,2004-12-6,67.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,0.0,82.0,80.0,80.0,82.0,81.0,84.0,84.0,85.0,84.0,83.0,85.0,84.0,53.0,71.0,67.0
22187,Taylor,Cortez,female,8958399994.0,Taylor_22187@gmail.com,2003-6-7,65.0,2.0,6.0,7.0,6.0,6.0,7.0,6.0,2.0,0.0,77.0,75.0,77.0,80.0,78.0,79.0,80.0,77.0,78.0,77.0,78.0,80.0,77.0,75.0,78.0
22188,Sabrina,Newman,male,9131744976.0,Sabrina_22188@gmail.com,2003-2-12,60.0,7.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,0.0,74.0,74.0,70.0,72.0,70.0,75.0,71.0,71.0,74.0,73.0,75.0,70.0,73.0,73.0,71.0
22189,Alyssa,Coleman,male,8593975491.0,Alyssa_22189@gmail.com,2004-10-3,55.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,0.0,66.0,70.0,66.0,65.0,65.0,67.0,67.0,68.0,68.0,70.0,70.0,65.0,65.0,68.0,67.0
22190,Shaun,Farley,female,7063393416.0,Shaun_22190@gmail.com,2004-10-1,47.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,9.0,0.0,62.0,63.0,65.0,62.0,60.0,61.0,63.0,65.0,64.0,64.0,63.0,61.0,60.0,63.0,61.0
22191,Dean,Tran,female,6892448148.0,Dean_22191@gmail.com,2004-2-1,43.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,0.0,59.0,57.0,60.0,58.0,57.0,60.0,59.0,55.0,59.0,57.0,57.0,56.0,56.0,58.0,60.0
22192,Brian,Oliver,female,7699607337.0,Brian_22192@gmail.com,2003-5-4,37.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,52.0,50.0,51.0,50.0,50.0,50.0,55.0,50.0,54.0,54.0,54.0,53.0,52.0,55.0,51.0
